retailer,country,country_iso,account,site_type,product_id,product_title,product_description,oem,model_and_series,processor_brand,processor_series,processor_model,processor_number,processor_generation,graphics_card,form_factor,screen_size,screen_type,ram_gb,storage_gb,storage_type,operating_system,original_price_local,selling_price_local,usd_original_price,usd_selling_price,discount_amount_local,discount_pct,currency,price_history,availability,product_url,feed_timestamp,feed_date
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0010,ASUS ROG Zephyrus G16 - Intel Core Ultra 9 185H (Laptop),,ASUS,ROG Zephyrus G16,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,916,751,916,751,165,18,USD,,InStock,https://www.euronics.it/products/asus-rog-zephyrus-g16-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,,Acer Nitro 16 - Intel Core i9 14900HX (Laptop),,Acer,Nitro 16,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,963,963,963,963,0,0,USD,,InStock,https://www.euronics.it/products/acer-nitro-16-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0012,Samsung Galaxy Book4 Pro - AMD Ryzen 5 7520U (Desktop PC),,Samsung,Galaxy Book4 Pro,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1010,889,1010,889,121,12,USD,,InStock,https://www.euronics.it/products/samsung-galaxy-book4-pro-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0013,MSI Cyborg 15 - Apple M3 M3 (Laptop),,MSI,Cyborg 15,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1057,1057,1057,1057,0,0,USD,,InStock,https://www.euronics.it/products/msi-cyborg-15-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0014,"Apple MacBook Air 13"" M3 - Intel Core Ultra 5 125H (Laptop)",,Apple,"MacBook Air 13"" M3",Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1104,1104,1104,1104,0,0,USD,,InStock,https://www.euronics.it/products/apple-macbook-air-13-m3-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0015,Dell XPS 16 (9640) - Intel Core i5 1335U (Laptop),,Dell,XPS 16 (9640),Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1151,1013,1151,1013,138,12,USD,,InStock,https://www.euronics.it/products/dell-xps-16-9640--intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0016,HP Envy x360 15 - AMD Ryzen 7 7840HS (Laptop),,HP,Envy x360 15,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1198,1198,1198,1198,0,0,USD,,InStock,https://www.euronics.it/products/hp-envy-x360-15-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0017,Lenovo IdeaPad Slim 5 - Apple M3 Pro M3 Pro (Laptop),,Lenovo,IdeaPad Slim 5,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1245,1245,1245,1245,0,0,USD,,InStock,https://www.euronics.it/products/lenovo-ideapad-slim-5-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0018,ASUS ROG Strix SCAR 18 - Intel Core Ultra 7 155H (Desktop PC),,ASUS,ROG Strix SCAR 18,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1292,1137,1292,1137,155,12,USD,,InStock,https://www.euronics.it/products/asus-rog-strix-scar-18-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0019,Acer TravelMate P6 - Intel Core i7 13700H (Laptop),,Acer,TravelMate P6,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1339,1339,1339,1339,0,0,USD,,InStock,https://www.euronics.it/products/acer-travelmate-p6-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0020,Samsung Galaxy Book4 360 - Intel Core 7 150U (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1386,1137,1386,1137,249,18,USD,,InStock,https://www.euronics.it/products/samsung-galaxy-book4-360-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0021,MSI Stealth 16 AI Studio - AMD Ryzen 9 7945HX (Laptop),,MSI,Stealth 16 AI Studio,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1433,1261,1433,1261,172,12,USD,,InStock,https://www.euronics.it/products/msi-stealth-16-ai-studio-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,,"Apple MacBook Air 13"" M3 - Snapdragon X Elite X1E-80-100 (Laptop)",,Apple,"MacBook Air 13"" M3",Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1480,1480,1480,1480,0,0,USD,,InStock,https://www.euronics.it/products/apple-macbook-air-13-m3-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0023,Dell Inspiron 15 (3520) - Intel Core Ultra 9 185H (Laptop),,Dell,Inspiron 15 (3520),Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1527,1527,1527,1527,0,0,USD,,InStock,https://www.euronics.it/products/dell-inspiron-15-3520--intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0024,HP Pavilion Plus 14 - Intel Core i9 14900HX (Desktop PC),,HP,Pavilion Plus 14,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1574,1385,1574,1385,189,12,USD,,InStock,https://www.euronics.it/products/hp-pavilion-plus-14-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0025,Lenovo Legion Pro 7i - AMD Ryzen 5 7520U (Laptop),,Lenovo,Legion Pro 7i,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1621,1329,1621,1329,292,18,USD,,InStock,https://www.euronics.it/products/lenovo-legion-pro-7i-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Euronics - IT,Italy,IT,Euronics - IT,1P Retailer,SKU-IT-0026,ASUS TUF Gaming A15 - Apple M3 M3 (Laptop),,ASUS,TUF Gaming A15,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1668,1668,1668,1668,0,0,USD,,InStock,https://www.euronics.it/products/asus-tuf-gaming-a15-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0001,HP Spectre x360 16 - Intel Core 7 150U (Laptop),,HP,Spectre x360 16,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,2782,2782,2782,2782,0,0,USD,,InStock,https://www.amazon.es/products/hp-spectre-x360-16-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0002,Lenovo Yoga 7i 2-in-1 - AMD Ryzen 9 7945HX (Laptop),,Lenovo,Yoga 7i 2-in-1,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,629,629,629,629,0,0,USD,,InStock,https://www.amazon.es/products/lenovo-yoga-7i-2-in-1-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0003,ASUS ROG Zephyrus G16 - Snapdragon X Elite X1E-80-100 (Laptop),,ASUS,ROG Zephyrus G16,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,676,595,676,595,81,12,USD,,InStock,https://www.amazon.es/products/asus-rog-zephyrus-g16-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0004,Acer Nitro 16 - Intel Core Ultra 9 185H (Laptop),,Acer,Nitro 16,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,723,723,723,723,0,0,USD,,InStock,https://www.amazon.es/products/acer-nitro-16-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0005,Samsung Galaxy Book4 360 - Intel Core i9 14900HX (Laptop),,Samsung,Galaxy Book4 360,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,770,631,770,631,139,18,USD,,InStock,https://www.amazon.es/products/samsung-galaxy-book4-360-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0006,MSI Stealth 16 AI Studio - AMD Ryzen 5 7520U (Desktop PC),,MSI,Stealth 16 AI Studio,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,817,719,817,719,98,12,USD,,InStock,https://www.amazon.es/products/msi-stealth-16-ai-studio-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0007,"Apple MacBook Air 15"" M3 - Apple M3 M3 (Laptop)",,Apple,"MacBook Air 15"" M3",Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,864,864,864,864,0,0,USD,,InStock,https://www.amazon.es/products/apple-macbook-air-15-m3-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0008,Dell XPS 16 (9640) - Intel Core Ultra 5 125H (Laptop),,Dell,XPS 16 (9640),Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,911,911,911,911,0,0,USD,,InStock,https://www.amazon.es/products/dell-xps-16-9640--intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0009,HP Envy x360 15 - Intel Core i5 1335U (Laptop),,HP,Envy x360 15,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,958,843,958,843,115,12,USD,,InStock,https://www.amazon.es/products/hp-envy-x360-15-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0010,Lenovo IdeaPad Slim 5 - AMD Ryzen 7 7840HS (Laptop),,Lenovo,IdeaPad Slim 5,AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1005,824,1005,824,181,18,USD,,InStock,https://www.amazon.es/products/lenovo-ideapad-slim-5-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,,ASUS ROG Strix SCAR 18 - Apple M3 Pro M3 Pro (Laptop),,ASUS,ROG Strix SCAR 18,Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1052,1052,1052,1052,0,0,USD,,InStock,https://www.amazon.es/products/asus-rog-strix-scar-18-apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0012,Acer TravelMate P6 - Intel Core Ultra 7 155H (Desktop PC),,Acer,TravelMate P6,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1099,967,1099,967,132,12,USD,,InStock,https://www.amazon.es/products/acer-travelmate-p6-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0013,Samsung Galaxy Book4 Ultra - Intel Core i7 13700H (Laptop),,Samsung,Galaxy Book4 Ultra,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1146,1146,1146,1146,0,0,USD,,InStock,https://www.amazon.es/products/samsung-galaxy-book4-ultra-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0014,MSI Modern 14 - Intel Core 7 150U (Laptop),,MSI,Modern 14,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1193,1193,1193,1193,0,0,USD,,InStock,https://www.amazon.es/products/msi-modern-14-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0015,"Apple MacBook Air 15"" M3 - AMD Ryzen 9 7945HX (Laptop)",,Apple,"MacBook Air 15"" M3",AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1240,1091,1240,1091,149,12,USD,,InStock,https://www.amazon.es/products/apple-macbook-air-15-m3-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0016,Dell Inspiron 15 (3520) - Snapdragon X Elite X1E-80-100 (Laptop),,Dell,Inspiron 15 (3520),Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1287,1287,1287,1287,0,0,USD,,InStock,https://www.amazon.es/products/dell-inspiron-15-3520--snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0017,HP Pavilion Plus 14 - Intel Core Ultra 9 185H (Laptop),,HP,Pavilion Plus 14,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1334,1334,1334,1334,0,0,USD,,InStock,https://www.amazon.es/products/hp-pavilion-plus-14-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0018,Lenovo Legion Pro 7i - Intel Core i9 14900HX (Desktop PC),,Lenovo,Legion Pro 7i,Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1381,1215,1381,1215,166,12,USD,,InStock,https://www.amazon.es/products/lenovo-legion-pro-7i-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0019,ASUS TUF Gaming A15 - AMD Ryzen 5 7520U (Laptop),,ASUS,TUF Gaming A15,AMD,AMD Ryzen 5,AMD Ryzen 5,7520U,Zen 2 / Mendocino,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1428,1428,1428,1428,0,0,USD,,InStock,https://www.amazon.es/products/asus-tuf-gaming-a15-amd-ryzen-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0020,Acer Spin 5 - Apple M3 M3 (Laptop),,Acer,Spin 5,Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1475,1209,1475,1209,266,18,USD,,InStock,https://www.amazon.es/products/acer-spin-5-apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0021,Samsung Galaxy Book4 Pro - Intel Core Ultra 5 125H (Laptop),,Samsung,Galaxy Book4 Pro,Intel,Intel Core Ultra 5,Intel Core Ultra 5,125H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1522,1339,1522,1339,183,12,USD,,InStock,https://www.amazon.es/products/samsung-galaxy-book4-pro-intel-core-ultra-5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,,MSI Raider GE78 HX - Intel Core i5 1335U (Laptop),,MSI,Raider GE78 HX,Intel,Intel Core i5,Intel Core i5,1335U,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1569,1569,1569,1569,0,0,USD,,InStock,https://www.amazon.es/products/msi-raider-ge78-hx-intel-core-i5,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0023,"Apple MacBook Air 15"" M3 - AMD Ryzen 7 7840HS (Laptop)",,Apple,"MacBook Air 15"" M3",AMD,AMD Ryzen 7,AMD Ryzen 7,7840HS,Zen 4 / Phoenix,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1616,1616,1616,1616,0,0,USD,,InStock,https://www.amazon.es/products/apple-macbook-air-15-m3-amd-ryzen-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0024,Dell Inspiron 16 Plus (7640) - Apple M3 Pro M3 Pro (Desktop PC),,Dell,Inspiron 16 Plus (7640),Apple,Apple M3 Pro,Apple M3 Pro,M3 Pro,3nm Apple Silicon,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1663,1463,1663,1463,200,12,USD,,InStock,https://www.amazon.es/products/dell-inspiron-16-plus-7640--apple-m3-pro,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0025,HP OMEN 16 Transcend - Intel Core Ultra 7 155H (Laptop),,HP,OMEN 16 Transcend,Intel,Intel Core Ultra 7,Intel Core Ultra 7,155H,14th Gen / Meteor Lake,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1710,1402,1710,1402,308,18,USD,,InStock,https://www.amazon.es/products/hp-omen-16-transcend-intel-core-ultra-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0026,Lenovo ThinkBook 16 Gen 6 - Intel Core i7 13700H (Laptop),,Lenovo,ThinkBook 16 Gen 6,Intel,Intel Core i7,Intel Core i7,13700H,13th Gen / Raptor Lake,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1757,1757,1757,1757,0,0,USD,,InStock,https://www.amazon.es/products/lenovo-thinkbook-16-gen-6-intel-core-i7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0027,ASUS ExpertBook B9 - Intel Core 7 150U (Laptop),,ASUS,ExpertBook B9,Intel,Intel Core 7,Intel Core 7,150U,14th Gen / Series 1,NVIDIA GeForce RTX 4060,Laptop,"16.0""",,32GB LPDDR5X,1TB NVMe SSD,SSD,Windows 11 Home,1804,1588,1804,1588,216,12,USD,,InStock,https://www.amazon.es/products/asus-expertbook-b9-intel-core-7,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0028,Acer Swift Go 14 AI - AMD Ryzen 9 7945HX (Laptop),,Acer,Swift Go 14 AI,AMD,AMD Ryzen 9,AMD Ryzen 9,7945HX,Zen 4 / Dragon Range,Integrated Intel Arc Graphics,Laptop,"14.0""",,16GB DDR5,512GB NVMe SSD,SSD,Windows 11 Home,1851,1851,1851,1851,0,0,USD,,InStock,https://www.amazon.es/products/acer-swift-go-14-ai-amd-ryzen-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0029,Samsung Galaxy Book4 360 - Snapdragon X Elite X1E-80-100 (Laptop),,Samsung,Galaxy Book4 360,Qualcomm,Snapdragon X Elite,Snapdragon X Elite,X1E-80-100,Oryon ARM,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1898,1898,1898,1898,0,0,USD,,InStock,https://www.amazon.es/products/samsung-galaxy-book4-360-snapdragon-x-elite,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0030,MSI Prestige 16 AI Evo - Intel Core Ultra 9 185H (Desktop PC),,MSI,Prestige 16 AI Evo,Intel,Intel Core Ultra 9,Intel Core Ultra 9,185H,14th Gen / Meteor Lake,NVIDIA GeForce RTX 4060,Desktop,"27""",,16GB DDR5,1TB NVMe SSD,SSD,Windows 11 Home,1945,1712,1945,1712,233,12,USD,,InStock,https://www.amazon.es/products/msi-prestige-16-ai-evo-intel-core-ultra-9,2026-08-28T08:15:27.551208+00:00,2026-08-28
Amazon - ES,Spain,ES,Amazon - ES,3P Marketplace,SKU-ES-0031,"Apple MacBook Air 15"" M3 - Intel Core i9 14900HX (Laptop)",,Apple,"MacBook Air 15"" M3",Intel,Intel Core i9,Intel Core i9,14900HX,14th Gen / Raptor Lake-HX,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,1992,1992,1992,1992,0,0,USD,,InStock,https://www.amazon.es/products/apple-macbook-air-15-m3-intel-core-i9,2026-08-28T08:15:27.551208+00:00,2026-08-28
MediaMarkt - ES,Spain,ES,MediaMarkt - ES,1P Retailer,SKU-ES-0001,Dell XPS 16 (9640) - Apple M3 M3 (Laptop),,Dell,XPS 16 (9640),Apple,Apple M3,Apple M3,M3,3nm Apple Silicon,Integrated Intel Arc Graphics,Laptop,"16.0""",,32GB LPDDR5X,512GB NVMe SSD,SSD,Windows 11 Home,671,671,671,671,0,0,USD,,InStock,https://www.mediamarkt.es/products/dell-xps-16-9640--apple-m3,2026-08-28T08:15:27.551208+00:00,2026-08-28
