date|month|quarter|year|account|country|oem|model|product_id|product_title|processor|processor_model|number|gen|graphic_card|ram|storage|storage_type|screen_size|form_factor|original_price|selling_price|usd_selling_price|currency|Evo|Gaming|Vpro|Premium|3p_1p|s1|s2|p1|p2|p3|p4|p5|listing_s|details_p|Overall|audit_depth|product_url|concatenate
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|HP|Spectre x360 16|SKU-IT-0015|HP Spectre x360 16 - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1062|935|935|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/hp-spectre-x360-16-snapdragon-x-elite|"Unieuro - IT|HP|Spectre x360 16|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Lenovo|Yoga 7i 2-in-1|SKU-IT-0016|Lenovo Yoga 7i 2-in-1 - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1109|1109|1109|USD|Y|Y|Y|Y|1P Retailer|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/lenovo-yoga-7i-2-in-1-intel-core-ultra-9|"Unieuro - IT|Lenovo|Yoga 7i 2-in-1|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|ASUS|ROG Zephyrus G16|SKU-IT-0017|ASUS ROG Zephyrus G16 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1156|1156|1156|USD|N|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/asus-rog-zephyrus-g16-intel-core-i9|"Unieuro - IT|ASUS|ROG Zephyrus G16|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Acer|Nitro 16|SKU-IT-0018|Acer Nitro 16 - AMD Ryzen 5 7520U (Desktop PC)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1203|1059|1059|USD|N|N|N|N|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/acer-nitro-16-amd-ryzen-5|"Unieuro - IT|Acer|Nitro 16|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Samsung|Galaxy Book4 Ultra|SKU-IT-0019|Samsung Galaxy Book4 Ultra - Apple M3 M3 (Laptop)|Apple|Apple M3|M3|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1250|1250|1250|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/samsung-galaxy-book4-ultra-apple-m3|"Unieuro - IT|Samsung|Galaxy Book4 Ultra|Apple M3|M3"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|MSI|Prestige 16 AI Evo|SKU-IT-0020|MSI Prestige 16 AI Evo - Intel Core Ultra 5 125H (Laptop)|Intel|Intel Core Ultra 5|125H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1297|1064|1064|USD|Y|Y|N|Y|1P Retailer|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/msi-prestige-16-ai-evo-intel-core-ultra-5|"Unieuro - IT|MSI|Prestige 16 AI Evo|Intel Core Ultra 5|125H"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Apple|"MacBook Pro 16"" M3 Max"|SKU-IT-0021|"Apple MacBook Pro 16"" M3 Max - Intel Core i5 1335U (Laptop)"|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1344|1183|1183|USD|N|N|N|N|1P Retailer|80|100||||||90||90|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/apple-macbook-pro-16-m3-max-intel-core-i5|"Unieuro - IT|Apple|MacBook Pro 16"" M3 Max|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Dell|XPS 16 (9640)||Dell XPS 16 (9640) - AMD Ryzen 7 7840HS (Laptop)|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1391|1391|1391|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/dell-xps-16-9640--amd-ryzen-7|"Unieuro - IT|Dell|XPS 16 (9640)|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|HP|Envy x360 15|SKU-IT-0023|HP Envy x360 15 - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1438|1438|1438|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/hp-envy-x360-15-apple-m3-pro|"Unieuro - IT|HP|Envy x360 15|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Lenovo|IdeaPad Slim 5|SKU-IT-0024|Lenovo IdeaPad Slim 5 - Intel Core Ultra 7 155H (Desktop PC)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1485|1307|1307|USD|Y|Y|Y|Y|1P Retailer|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/lenovo-ideapad-slim-5-intel-core-ultra-7|"Unieuro - IT|Lenovo|IdeaPad Slim 5|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|ASUS|ROG Strix SCAR 18|SKU-IT-0025|ASUS ROG Strix SCAR 18 - Intel Core i7 13700H (Laptop)|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1532|1256|1256|USD|N|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/asus-rog-strix-scar-18-intel-core-i7|"Unieuro - IT|ASUS|ROG Strix SCAR 18|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Acer|TravelMate P6|SKU-IT-0026|Acer TravelMate P6 - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1579|1579|1579|USD|Y|N|N|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/acer-travelmate-p6-intel-core-7|"Unieuro - IT|Acer|TravelMate P6|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Unieuro - IT|Italy|Samsung|Galaxy Book4 Pro|SKU-IT-0027|Samsung Galaxy Book4 Pro - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1626|1431|1431|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.unieuro.it/products/samsung-galaxy-book4-pro-amd-ryzen-9|"Unieuro - IT|Samsung|Galaxy Book4 Pro|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Lenovo|"Yoga Pro 9i (16"")"|SKU-IT-0001|"Lenovo Yoga Pro 9i (16"") - Intel Core Ultra 5 125H (Laptop)"|Intel|Intel Core Ultra 5|125H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2693|2693|2693|USD|Y|N|N|Y|1P Retailer|100|100|100|100|100|60|70|100|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/lenovo-yoga-pro-9i-16--intel-core-ultra-5|"Euronics - IT|Lenovo|Yoga Pro 9i (16"")|Intel Core Ultra 5|125H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|ASUS|Vivobook S 15 OLED|SKU-IT-0002|ASUS Vivobook S 15 OLED - Intel Core i5 1335U (Laptop)|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|2740|2740|2740|USD|N|N|N|N|1P Retailer|100|100|100|100|100|80|70|100|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/asus-vivobook-s-15-oled-intel-core-i5|"Euronics - IT|ASUS|Vivobook S 15 OLED|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Acer|Predator Helios 16|SKU-IT-0003|Acer Predator Helios 16 - AMD Ryzen 7 7840HS (Laptop)|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|2787|2453|2453|USD|N|N|N|Y|1P Retailer|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/acer-predator-helios-16-amd-ryzen-7|"Euronics - IT|Acer|Predator Helios 16|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Samsung|Galaxy Book4 Ultra|SKU-IT-0004|Samsung Galaxy Book4 Ultra - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|634|634|634|USD|N|Y|N|Y|1P Retailer|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/samsung-galaxy-book4-ultra-apple-m3-pro|"Euronics - IT|Samsung|Galaxy Book4 Ultra|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|MSI|Prestige 16 AI Evo|SKU-IT-0005|MSI Prestige 16 AI Evo - Intel Core Ultra 7 155H (Laptop)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|681|558|558|USD|Y|N|Y|Y|1P Retailer|100|100|85|100|100|60|70|100|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/msi-prestige-16-ai-evo-intel-core-ultra-7|"Euronics - IT|MSI|Prestige 16 AI Evo|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Apple|"MacBook Air 13"" M3"|SKU-IT-0006|"Apple MacBook Air 13"" M3 - Intel Core i7 13700H (Desktop PC)"|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|728|641|641|USD|N|N|Y|Y|1P Retailer|100|100|100|80|100|80|90|100|90|94|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/apple-macbook-air-13-m3-intel-core-i7|"Euronics - IT|Apple|MacBook Air 13"" M3|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Dell|XPS 14 (9440)|SKU-IT-0007|Dell XPS 14 (9440) - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|775|775|775|USD|Y|N|N|Y|1P Retailer|80|100|100|100|100|60|70|90|86|88|FULL_PDP_AUDIT (7-Rule)|https://www.euronics.it/products/dell-xps-14-9440--intel-core-7|"Euronics - IT|Dell|XPS 14 (9440)|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|HP|Spectre x360 16|SKU-IT-0008|HP Spectre x360 16 - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|822|822|822|USD|N|Y|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/hp-spectre-x360-16-amd-ryzen-9|"Euronics - IT|HP|Spectre x360 16|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Lenovo|Yoga 7i 2-in-1|SKU-IT-0009|Lenovo Yoga 7i 2-in-1 - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|869|765|765|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/lenovo-yoga-7i-2-in-1-snapdragon-x-elite|"Euronics - IT|Lenovo|Yoga 7i 2-in-1|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|ASUS|ROG Zephyrus G16|SKU-IT-0010|ASUS ROG Zephyrus G16 - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|916|751|751|USD|Y|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/asus-rog-zephyrus-g16-intel-core-ultra-9|"Euronics - IT|ASUS|ROG Zephyrus G16|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Acer|Nitro 16||Acer Nitro 16 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|963|963|963|USD|N|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/acer-nitro-16-intel-core-i9|"Euronics - IT|Acer|Nitro 16|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Samsung|Galaxy Book4 Pro|SKU-IT-0012|Samsung Galaxy Book4 Pro - AMD Ryzen 5 7520U (Desktop PC)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1010|889|889|USD|N|Y|N|N|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/samsung-galaxy-book4-pro-amd-ryzen-5|"Euronics - IT|Samsung|Galaxy Book4 Pro|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|MSI|Cyborg 15|SKU-IT-0013|MSI Cyborg 15 - Apple M3 M3 (Laptop)|Apple|Apple M3|M3|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1057|1057|1057|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/msi-cyborg-15-apple-m3|"Euronics - IT|MSI|Cyborg 15|Apple M3|M3"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Apple|"MacBook Air 13"" M3"|SKU-IT-0014|"Apple MacBook Air 13"" M3 - Intel Core Ultra 5 125H (Laptop)"|Intel|Intel Core Ultra 5|125H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1104|1104|1104|USD|Y|N|N|Y|1P Retailer|80|100||||||90||90|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/apple-macbook-air-13-m3-intel-core-ultra-5|"Euronics - IT|Apple|MacBook Air 13"" M3|Intel Core Ultra 5|125H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Dell|XPS 16 (9640)|SKU-IT-0015|Dell XPS 16 (9640) - Intel Core i5 1335U (Laptop)|Intel|Intel Core i5|1335U|13th Gen / Raptor Lake|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1151|1013|1013|USD|N|N|N|N|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/dell-xps-16-9640--intel-core-i5|"Euronics - IT|Dell|XPS 16 (9640)|Intel Core i5|1335U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|HP|Envy x360 15|SKU-IT-0016|HP Envy x360 15 - AMD Ryzen 7 7840HS (Laptop)|AMD|AMD Ryzen 7|7840HS|Zen 4 / Phoenix|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1198|1198|1198|USD|N|Y|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/hp-envy-x360-15-amd-ryzen-7|"Euronics - IT|HP|Envy x360 15|AMD Ryzen 7|7840HS"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Lenovo|IdeaPad Slim 5|SKU-IT-0017|Lenovo IdeaPad Slim 5 - Apple M3 Pro M3 Pro (Laptop)|Apple|Apple M3 Pro|M3 Pro|3nm Apple Silicon|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1245|1245|1245|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/lenovo-ideapad-slim-5-apple-m3-pro|"Euronics - IT|Lenovo|IdeaPad Slim 5|Apple M3 Pro|M3 Pro"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|ASUS|ROG Strix SCAR 18|SKU-IT-0018|ASUS ROG Strix SCAR 18 - Intel Core Ultra 7 155H (Desktop PC)|Intel|Intel Core Ultra 7|155H|14th Gen / Meteor Lake|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1292|1137|1137|USD|Y|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/asus-rog-strix-scar-18-intel-core-ultra-7|"Euronics - IT|ASUS|ROG Strix SCAR 18|Intel Core Ultra 7|155H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Acer|TravelMate P6|SKU-IT-0019|Acer TravelMate P6 - Intel Core i7 13700H (Laptop)|Intel|Intel Core i7|13700H|13th Gen / Raptor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1339|1339|1339|USD|N|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/acer-travelmate-p6-intel-core-i7|"Euronics - IT|Acer|TravelMate P6|Intel Core i7|13700H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Samsung|Galaxy Book4 360|SKU-IT-0020|Samsung Galaxy Book4 360 - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1386|1137|1137|USD|Y|Y|N|Y|1P Retailer|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/samsung-galaxy-book4-360-intel-core-7|"Euronics - IT|Samsung|Galaxy Book4 360|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|MSI|Stealth 16 AI Studio|SKU-IT-0021|MSI Stealth 16 AI Studio - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|1433|1261|1261|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/msi-stealth-16-ai-studio-amd-ryzen-9|"Euronics - IT|MSI|Stealth 16 AI Studio|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Apple|"MacBook Air 13"" M3"||"Apple MacBook Air 13"" M3 - Snapdragon X Elite X1E-80-100 (Laptop)"|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1480|1480|1480|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/apple-macbook-air-13-m3-snapdragon-x-elite|"Euronics - IT|Apple|MacBook Air 13"" M3|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Dell|Inspiron 15 (3520)|SKU-IT-0023|Dell Inspiron 15 (3520) - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1527|1527|1527|USD|Y|N|Y|Y|1P Retailer|100|100||||||100||100|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/dell-inspiron-15-3520--intel-core-ultra-9|"Euronics - IT|Dell|Inspiron 15 (3520)|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|HP|Pavilion Plus 14|SKU-IT-0024|HP Pavilion Plus 14 - Intel Core i9 14900HX (Desktop PC)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|NVIDIA GeForce RTX 4060|16GB DDR5|1TB NVMe SSD|SSD|"27"""|Desktop|1574|1385|1385|USD|N|Y|Y|Y|1P Retailer|100|0||||||50||50|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/hp-pavilion-plus-14-intel-core-i9|"Euronics - IT|HP|Pavilion Plus 14|Intel Core i9|14900HX"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|Lenovo|Legion Pro 7i|SKU-IT-0025|Lenovo Legion Pro 7i - AMD Ryzen 5 7520U (Laptop)|AMD|AMD Ryzen 5|7520U|Zen 2 / Mendocino|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|1621|1329|1329|USD|N|N|N|N|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/lenovo-legion-pro-7i-amd-ryzen-5|"Euronics - IT|Lenovo|Legion Pro 7i|AMD Ryzen 5|7520U"
2026-08-27|August|Q3|2026|Euronics - IT|Italy|ASUS|TUF Gaming A15|SKU-IT-0026|ASUS TUF Gaming A15 - Apple M3 M3 (Laptop)|Apple|Apple M3|M3|3nm Apple Silicon|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|1668|1668|1668|USD|N|N|N|Y|1P Retailer|0|0||||||0||0|LISTING_ONLY (2-Rule)|https://www.euronics.it/products/asus-tuf-gaming-a15-apple-m3|"Euronics - IT|ASUS|TUF Gaming A15|Apple M3|M3"
2026-08-27|August|Q3|2026|Amazon - ES|Spain|HP|Spectre x360 16|SKU-ES-0001|HP Spectre x360 16 - Intel Core 7 150U (Laptop)|Intel|Intel Core 7|150U|14th Gen / Series 1|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|2782|2782|2782|USD|Y|N|N|Y|3P Marketplace|100|100|100|100|100|60|70|100|86|92|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.es/products/hp-spectre-x360-16-intel-core-7|"Amazon - ES|HP|Spectre x360 16|Intel Core 7|150U"
2026-08-27|August|Q3|2026|Amazon - ES|Spain|Lenovo|Yoga 7i 2-in-1|SKU-ES-0002|Lenovo Yoga 7i 2-in-1 - AMD Ryzen 9 7945HX (Laptop)|AMD|AMD Ryzen 9|7945HX|Zen 4 / Dragon Range|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|629|629|629|USD|N|N|N|Y|3P Marketplace|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.es/products/lenovo-yoga-7i-2-in-1-amd-ryzen-9|"Amazon - ES|Lenovo|Yoga 7i 2-in-1|AMD Ryzen 9|7945HX"
2026-08-27|August|Q3|2026|Amazon - ES|Spain|ASUS|ROG Zephyrus G16|SKU-ES-0003|ASUS ROG Zephyrus G16 - Snapdragon X Elite X1E-80-100 (Laptop)|Qualcomm|Snapdragon X Elite|X1E-80-100|Oryon ARM|NVIDIA GeForce RTX 4060|32GB LPDDR5X|1TB NVMe SSD|SSD|"16.0"""|Laptop|676|595|595|USD|N|N|N|Y|3P Marketplace|0|0|0|0|0|0|0|0|0|0|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.es/products/asus-rog-zephyrus-g16-snapdragon-x-elite|"Amazon - ES|ASUS|ROG Zephyrus G16|Snapdragon X Elite|X1E-80-100"
2026-08-27|August|Q3|2026|Amazon - ES|Spain|Acer|Nitro 16|SKU-ES-0004|Acer Nitro 16 - Intel Core Ultra 9 185H (Laptop)|Intel|Intel Core Ultra 9|185H|14th Gen / Meteor Lake|Integrated Intel Arc Graphics|16GB DDR5|512GB NVMe SSD|SSD|"14.0"""|Laptop|723|723|723|USD|Y|Y|Y|Y|3P Marketplace|100|0|100|100|100|80|70|50|90|74|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.es/products/acer-nitro-16-intel-core-ultra-9|"Amazon - ES|Acer|Nitro 16|Intel Core Ultra 9|185H"
2026-08-27|August|Q3|2026|Amazon - ES|Spain|Samsung|Galaxy Book4 360|SKU-ES-0005|Samsung Galaxy Book4 360 - Intel Core i9 14900HX (Laptop)|Intel|Intel Core i9|14900HX|14th Gen / Raptor Lake-HX|Integrated Intel Arc Graphics|32GB LPDDR5X|512GB NVMe SSD|SSD|"16.0"""|Laptop|770|631|631|USD|N|N|Y|Y|3P Marketplace|100|100|85|100|100|60|70|100|83|90|FULL_PDP_AUDIT (7-Rule)|https://www.amazon.es/products/samsung-galaxy-book4-360-intel-core-i9|"Amazon - ES|Samsung|Galaxy Book4 360|Intel Core i9|14900HX"
